,Venue,City,Country,Date,Year,Setlist,State
59,American University,Washington,USA,1972-09-30,1972,"['deal', 'mexicali blues', 'sugaree', 'black throated wind', 'china cat sunflower', 'i know you rider', 'el paso', 'bird song', 'big river', 'loser', 'playing in the band', 'casey jones', 'greatest story ever told', ""he's gone"", 'me and my uncle', 'brokedown palace', ""truckin'"", 'the other one', 'sing me back home', 'sugar magnolia', 'mississippi half-step', ""uncle john's band"", 'one more saturday night']",DC
60,Civic Center Arena,Springfield,USA,1972-10-02,1972,"['cold rain and snow', 'mexicali blues', 'tennessee jed', 'beat it on down the line', 'bird song', 'black throated wind', 'big railroad blues', 'el paso', 'brown eyed women', 'cumberland blues', 'jack straw', ""don't ease me in"", 'playing in the band', 'casey jones', 'promised land', ""he's gone"", 'me and bobby mcgee', 'china cat sunflower', 'i know you rider', 'tomorrow is forever', 'greatest story ever told', 'mississippi half-step', 'stella blue', ""truckin'"", ""nobody's jam"", 'drums', ""uncle john's band's jam"", 'morning dew', 'sugar magnolia', ""uncle john's band"", 'johnny b. goode']",MA
61,Winterland Arena,San Francisco,USA,1972-10-09,1972,"['promised land', 'deal', 'beat it on down the line', 'friend of the devil', 'me and my uncle', 'tennessee jed', 'black throated wind', 'loser', 'el paso', 'box of rain', 'china cat sunflower', 'i know you rider', 'mexicali blues', 'sugaree', 'playing in the band', 'jam', ""he's gone"", 'big river', 'mississippi half-step', 'greatest story ever told', 'brokedown palace', ""truckin'"", 'the other one', 'wharf rat', 'sugar magnolia', 'casey jones', 'johnny b. goode']",CA
62,Fox Theatre,St. Louis,USA,1972-10-17,1972,"['promised land', 'bird song', 'el paso', 'sugaree', 'me & m uncle', 'tennessee jed', 'big river', 'china cat sunflower', 'i know you rider', 'black throated wind', 'deal', 'cumberland blues', 'playing in the band', 'casey jones', 'greatest story ever told', ""don't ease me in"", 'mexicali blues', 'black peter', 'me and bobby mcgee', 'bertha', 'jack straw', 'friend of the devil', 'beat it on down the line', 'ramble on rose', 'mississippi half-step', 'sugar magnolia', 'not fade away', 'gdtfb', 'not fade away', ""uncle john's band"", 'johnny b. goode']",MO
63,Fox Theatre,St. Louis,USA,1972-10-18,1972,"['bertha', 'me and my uncle', ""don't ease me in"", 'mexicali blues', 'b.e,women', 'beat it on down the line', 'bird song', 'big river', 'loser', 'jack straw', 'big railroad blues', 'el paso', 'china cat sunflower', 'i know you rider', 'playing in the band', 'drums', 'dark star', 'momin dew', 'playing in the band', 'friend of the devil', 'promised land', 'brokedown palace', 'saturday nigh', 'casey jones']",MO
64,Fox Theatre,St. Louis,USA,1972-10-19,1972,"['promised land', 'tennessee jed', 'jack straw', ""don't ease me in"", 'black throated wind', 'sugaree', 'mexicali blues', 'bertha', 'el paso', 'china cat sunflower', 'i know you rider', 'beat it on down the line', 'dire wolf', 'around and around', 'casey jones', 'big river', 'friend of the devil', 'me and my uncle', 'bird song', ""truckin'"", 'drums', 'the other one', ""he's gone"", 'the other one', 'greatest story ever told', 'comes a time', 'not fade away', ""goin' down the road feeling bad"", 'not fade away']",MO
65,Vanderbilt University,Nashville,USA,1972-10-21,1972,"['bertha', 'me and my uncle', 'deal', 'beat it on down the line', 'sugaree', 'el paso', 'china cat sunflower', 'i know you rider', 'black throated wind', 'tennessee jed', 'jack straw', 'loser', 'playing in the band', 'promised land', 'brown eyed women', 'big river', ""he's gone"", 'greatest story ever told', 'bird song', ""truckin'"", 'the other one', 'morning dew', 'sugar magnolia', 'johnny b. goode']",TN
66,Performing Arts Center,Milwaukee,USA,1972-10-23,1972,['unknown'],WI
67,Performing Arts Center,Milwaukee,USA,1972-10-24,1972,['unknown'],WI
68,Music Mall,Cincinnati,USA,1972-10-26,1972,['unknown'],OH
69,Veterans Memorial Auditorium,Columbus,USA,1972-10-27,1972,"['bertha', 'mexicali blues', 'loser', 'jack straw', 'big railroad blues', 'el paso', 'sugaree', 'beat it on down the line', 'brown eyed women', 'box of rain', 'black throated wind', 'tennessee jed', 'me and bobby mcgee', 'bird song', 'big river', 'casey jones', 'greatest story ever told', 'ramble on rose', 'truckin', 'the other one', 'mississippi half-step', 'morning dew', 'tomorrow is forever', 'promised land', 'deal', 'sugar magnolia', ""uncle john's band""]",OH
70,Public Hall,Cleveland,USA,1972-10-28,1972,"['el paso', 'casey jones', 'dark star', 'johnny b. goode']",OH
71,Ford Auditorium,Detroit,USA,1972-10-30,1972,"['promised land', ""truckin'"", 'around and around']",MI
72,Memorial Hall,Kansas City,USA,1972-11-12,1972,['unknown'],MO
73,Memorial Hall,Kansas City,USA,1972-11-13,1972,"['cold rain and snow', 'beat it on down the line', 'jack straw', 'china cat sunflower', 'i know you rider', 'box of rain', 'black throated wind', 'candyman', 'el paso', 'tomorrow is forever', 'around and around', 'brown eyed women', 'playing in the band', 'promised land', 'ramble on rose', 'me and bobby mcgee', 'dark star', 'morning dew', 'sugar magnolia']",MO
74,Oklahoma City Music Hall,Oklahoma City,USA,1972-11-14,1972,"[""he's gone"", ""truckin'"", 'the other one', 'sing me back home', 'sugar magnolia']",OK
75,Oklahoma City Music Hall,Oklahoma City,USA,1972-11-15,1972,"['candyman', 'china cat sunflower', 'i know you rider', 'not fade away', ""goin' down the road feeling bad"", 'not fade away']",OK
76,unknown,Wichita,USA,1972-11-17,1972,"['beat it on down the line', 'brown eyed women', 'big river', 'china cat sunflower', 'i know you rider', 'around and around', 'casey jones', 'cumberland blues', 'el paso', ""uncle john's band"", ""he's gone"", ""truckin'"", 'the other one', 'brokedown palace', 'sugar magnolia', ""uncle john's band"", 'johnny b. goode']",KS
77,Hofheinz Pavilion,Houston,USA,1972-11-18,1972,"['promised land', 'sugaree', 'mexicali blues', 'loser', 'black throated wind', 'tennessee jed', 'el paso', 'big railroad blues', 'box of rain', 'china cat sunflower', 'i know you rider', 'beat it on down the line', 'brown eyed women', 'around and around', 'casey jones', 'bertha', 'greatest story ever told', ""he's gone"", 'mississippi half-step', 'sugar magnolia', 'one more saturday night', ""uncle john's band""]",TX
78,Hofheinz Pavilion,Houston,USA,1972-11-19,1972,"['bertha', 'me and my uncle', 'sugaree', 'beat it on down the line', 'bird song', 'black throated wind', ""don't ease me in"", 'mexicali blues', 'box of rain', 'tomorrow is forever', 'big river', 'china cat sunflower', 'i know you rider', 'playing in the band', 'casey jones', 'promised land', 'ramble on rose', 'el paso', 'stella blue', 'jack straw', 'dark star', 'wrs prelude', 'mississippi half-step', 'around and around', 'big railroad blues', 'sugar magnolia', ""goin' down the road feeling bad""]",TX
79,Municipal Auditorium,Austin,USA,1972-11-22,1972,"['promised land', 'sugaree', 'mexicali blues', 'loser', 'black throated wind', 'china cat sunflower', 'i know you rider', 'beat it on down the line', 'candyman', 'el paso', 'bird song', 'playing in the band', 'casey jones', 'greatest story ever told', ""he's gone"", ""truckin'"", 'drums', 'the other one', 'stella blue', 'big river', 'ramble on rose', 'sugar magnolia', 'brokedown palace', 'around and around', 'one more saturday night', ""uncle john's band""]",TX
80,Memorial Auditorium,Dallas,USA,1972-11-24,1972,"[""don't ease me in"", 'me and my uncle', 'brown eyed women', 'black throated wind', 'bertha', 'el paso', 'deal', 'beat it on down the line', 'tennessee jed', 'jack straw', 'sugaree', 'playing in the band', 'china cat sunflower', 'i know you rider', 'box of rain', ""truckin'"", 'ramble on rose', 'big river', 'casey jones', 'sugar magnolia', 'not fade away', ""goin' down the road feeling bad"", 'not fade away']",TX
81,Civic Auditorium,SanAntonio,USA,1972-11-26,1972,"['promised land', 'deal', 'mexicali blues', 'sugaree', 'black throated wind', 'bird song', 'beat it on down the line', 'china cat sunflower', 'i know you rider', 'box of rain', 'el paso', 'big railroad blues', 'around and around', 'casey jones', 'playing in the band', 'brown eyed women', 'jack straw', ""don't ease me in"", 'big river', 'dark star', 'me and bobby mcgee', 'brokedown palace', 'sugar magnolia', ""goin' down the road feeling bad"", 'one more saturday night']",TX
82,Winterland Arena,San Francisco,USA,1972-12-10,1972,"['cold rain and snow', 'beat it on down the line', ""don't ease me in"", 'black throated wind', 'bird song', 'el paso', 'around and around', 'tennessee jed', 'big river', 'box of rain', 'candyman', 'bertha', 'playing in the band', 'casey jones', 'promised land', 'stella blue', 'china cat sunflower', 'i know you rider', ""truckin'"", 'the other one', 'deal', 'jack straw', 'sugar magnolia', 'ramble on rose', 'johnny b. goode', ""uncle john's band""]",CA
83,Winterland Arena,San Francisco,USA,1972-12-11,1972,"['promised land', 'sugaree', 'mexicali blues', 'loser', 'me and bobby mcgee', 'brown eyed women', 'beat it on down the line', 'china cat sunflower', 'i know you rider', 'box of rain', ""he's gone"", 'around and around', 'friend of the devil', 'playing in the band', 'mississippi half-step', 'me and my uncle', 'big railroad blues', 'dark star', 'stella blue', 'big river', 'deal', 'tomorrow is forever', 'sugar magnolia', 'casey jones']",CA
84,Winterland Arena,San Francisco,USA,1972-12-12,1972,"['bertha', 'beat it on down the line', 'bird song', 'mexicali blues', 'brown eyed women', 'jack straw', 'me and bobby mcgee', 'tennessee jed', 'box of rain', 'el paso', 'cumberland blues', 'dont ease', 'around and around', 'playing in the band', ""he's gone"", ""truckin'"", 'the other one', 'sugar magnolia', 'sing me back home', ""goin' down the road feeling bad"", 'one more saturday night', 'johnnyb.goode']",CA
85,Long Beach Arena,Long Beach,USA,1972-12-15,1972,"['black throated wind', 'box of rain', 'greatest story ever told', 'jack straw', 'playing in the band', ""he's gone"", ""truckin'"", 'the other one', 'dark star', 'morning dew']",CA
86,Winterland Arena,San Francisco,USA,1972-12-31,1972,"['around and around', 'deal', 'mexicali blues', 'brown eyed women', 'box of rain', 'jack straw', ""don't ease me in"", 'beat it on down the line', 'candyman', 'el paso', 'tennessee jed', 'playing in the band', 'casey jones', 'promised land', 'mississippi half-step', 'big river', 'sugaree', ""truckin'"", 'the other one', 'drums', 'the other one', 'morning dew', 'sugar magnolia', 'sing me back home', 'johnny b. goode', ""uncle john's band"", 'one more saturday night']",CA
87,Roscoe Maples Pavilion (Stanford U),Palo Alto,USA,1973-02-09,1973,"['promised land', 'row jimmy', 'black throated wind', 'deal', 'me and my uncle', 'sugaree', 'looks like rain', 'loose lucy', 'mexicali blues', 'brown eyed women', 'el paso', 'here comes sunshine', 'playing in the band', 'china cat sunflower', 'i know you rider', 'jack straw', 'they love each other', ""truckin'"", 'eyes of the world', 'china doll', 'big river', 'ramble on rose', 'box of rain', 'wave that flag', 'sugar magnolia', ""uncle john's band"", 'around and around', 'casey jones']",CA
88,Dane County Coliseum,Madison,USA,1973-02-15,1973,"['loose lucy', 'beat it on down the line', 'brown eyed women', 'mexicali blues', 'tennessee jed', 'looks like rain', 'box of rain', 'row jimmy', 'jack straw', 'china cat sunflower', 'i know you rider', 'me and my uncle', 'bertha', 'playing in the band', 'casey jones', 'here comes sunshine', 'el paso', ""you ain't woman enough"", 'they love each other', 'big river', 'dark star', 'eyes of the world', 'china doll', 'promised land', 'suagaree', 'sugar magnolia', ""uncle john's band"", 'one more saturday night']",WI
89,Auditorium,St. Paul,USA,1973-02-17,1973,"['promised land', ""he's gone"", 'looks like rain', 'box of rain', 'wave that flag', 'mexicali blues', 'bird song', 'beat it on down the line', 'loose lucy', 'me and bobby mcgee', 'stella blue', 'el paso', 'they love each other', 'playing in the band', ""truckin'"", 'row jimmy', 'big river', ""you ain't woman enough"", 'here comes sunshine', 'china cat sunflower', 'i know you rider', 'around and around', 'not fade away', ""goin' down the road feeling bad"", 'not fade away', 'one more saturday night', 'casey jones']",MN
90,International Amphitheater,Chicago,USA,1973-02-19,1973,"['promised land', 'eyes of the world', 'china doll']",IL
91,Assembly Hall (U of Illinois),Champaign-Urbana,USA,1973-02-21,1973,"['wave that flag', 'me and my uncle', 'brown eyed women', 'beat it on down the line', 'loser', 'looks like rain', 'row jimmy', ""you ain't woman enough"", 'box of rain', 'big railroad blues', 'sugaree', 'around and around', 'china cat sunflower', 'i know you rider', 'jack straw', 'mississippi half-step', ""truckin'"", 'eyes of the world', 'stella blue', 'sugar magnolia', 'casey jones', 'johnny b. goode']",IL
92,Assembly Hall (U of Illinois),Champaign-Urbana,USA,1973-02-22,1973,"['promised land', 'they love each other', 'el paso', 'bird song', 'mexicali blues', 'deal', 'looks like rain', 'tennesse jed', 'box of rain', 'playing in the band', 'wave that flag', 'me and my uncle', 'dark star', 'eyes of the world', 'china doll', 'around and around', ""goin' down the road feeling bad"", 'one more saturday night', 'casey jones']",IL
93,University of Iowa,Iowa City,USA,1973-02-24,1973,"['bertha', 'mexicali blues', 'brown eyed women', 'looks like rain', 'loos lucy', 'beat it on down the line', 'china cat sunflower', 'i know you rider', 'jack straw', 'here come sunshine', 'el paso', 'box of rain', 'tenessee jed', 'playing in the band', 'they love each other', 'greatest story ever told', 'row jimmy', 'big river', 'ramble on rose', 'me and bobby mcgee', ""truckin'"", ""nobody's jam"", 'eyes of the world', 'sugar magnolia']",IA
94,Pershing Municipal Auditorium,Lincoln,USA,1973-02-26,1973,"['promised land', 'deal', 'mexicali blues', 'loser', 'jack straw', ""don't ease me in"", 'box of rain', 'china cat sunflower', 'i know you rider', 'looks like rain', 'loose lucy', 'beat it on down the line', 'row jimmy', 'el paso', 'big railroad blues', 'playing in the band', 'they love each other', 'big river', 'tennessee jed', 'greatest story ever told', 'dark star', 'eyes of the world', 'mississippi half-step', 'me and my uncle', 'not fade away', ""goin' down the road feeling bad"", 'not fade away']",NE
95,Salt Palace,Salt Lake City,USA,1973-02-28,1973,"['cold rain and snow', 'beat it on down the line', 'they love each other', 'mexicali blues', 'sugaree', 'box of rain', 'el paso', ""he's gone"", 'jack straw', 'china cat sunflower', 'i know you rider', 'big river', 'row jimmy', 'promised land', ""truckin'"", 'the other one', 'eyes of the world', 'morning dew', 'sugar magnolia', 'we bid you goodnight']",UT
96,Nassau Veterans Memorial Coliseum,Uniondale ,USA,1973-03-15,1973,"['promised land', 'mississippi half-step', 'mexicali blues', 'they love each other', 'looks like rain', 'deal', 'beat it on down the line', 'box of rain', 'row jimmy', 'me and my uncle', 'tennessee jed', 'el paso', 'here comes sunshine', 'playing in the band', 'loose lucy', 'big river', 'sugaree', 'jack straw', 'stella blue', ""truckin'"", 'the other one', 'eyes of the world', 'china doll', ""you ain't woman enough"", 'sugar magnolia', 'casey jones']",NY
97,Nassau Veterans Memorial Coliseum,Uniondale,USA,1973-03-16,1973,"['china cat sunflower', 'i know you rider', 'jack straw', 'wave that flag', 'looks like rain', 'ramble on rose', 'box of rain', 'beat it on down the line', 'they love each other', 'el paso', 'row jimmy', 'mexicali blues', 'bird song', 'playing in the band', 'promised land', 'bertha', 'greatest story ever told', 'loser', 'big river', ""don't ease me in"", 'me and my uncle', 'dark star', ""truckin'"", 'morning dew', 'sugar magnolia']",NY
98,Nassau Veterans Memorial Coliseum,Uniondale,USA,1973-03-19,1973,"['promised land', ""he's gone"", 'mexicali blues', 'they love each other', 'looks like rain', 'wave that flag', 'box of rain', 'the race is on', 'row jimmy', 'el paso', 'china cat sunflower', 'i know you rider', 'around and around', 'tennessee jed', 'playing in the band', 'loose lucy', 'me and my uncle', 'brown eyed women', 'big river', 'mississippi half-step', 'stella blue', 'jack straw', ""truckin'"", 'the other one', 'eyes of the world', 'china doll', 'johnny b. goode', 'casey jones']",NY
99,Memorial Auditorium,Utica,USA,1973-03-21,1973,"['bertha', 'me and my uncle', 'wave that flag', 'looks like rain', 'tennessee jed', 'box of rain', 'jack straw', ""you ain't woman enough"", 'row jimmy', 'beat it on down the line', 'here comes sunshine', 'the race is on', 'loser', 'el paso', 'china cat sunflower', 'i know you rider', 'playing in the band', 'greatest story ever told', 'they love each other', 'mexicali blues', 'brown eyed women', 'big river', 'brokedown palace', 'me and bobby mcgee', 'wrs prelude', 'dark star', 'eyes of the world', 'wharf rat', 'sugar magnolia', 'casey jones']",NY
100,Memorial Auditorium,Utica,USA,1973-03-22,1973,"['promised land', 'sugaree', 'mexicali blues', 'they love each other', 'looks like rain', 'deal', 'beat it on down the line', 'bird song', 'jack straw', 'box of rain', ""you ain't woman enough"", 'the race is on', 'row jimmy', 'el paso', 'china cat sunflower', 'i know you rider', 'playing in the band', 'casey jones', 'big river', 'wave that flag', 'me and my uncle', 'here comes sunshine', ""truckin'"", 'the other one', 'eyes of the world', 'china doll', 'sugar magnolia', 'saturday night']",NY
